genoId,locId,replicate,blockNumber,rowNumber,colNumber,PlantHeight,GrainMoisture,GrainYield,Anthesisdate,DeNDVI0720,DeNDVI0807,DeNDVI0820,DeNDVI0910,DeNDRE0720,DeNDRE0807,DeNDRE0820,DeNDRE0910,DeSAVI0720,DeSAVI0807,DeSAVI0820,DeSAVI0910,DeEVI0720,DeEVI0807,DeEVI0820,DeEVI0910,DeRatio0720,DeRatio0807,DeRatio0820,DeRatio0910,ThrNDVI0720,ThrNDVI0807,ThrNDVI0820,ThrNDVI0910,ThrNDRE0720,ThrNDRE0807,ThrNDRE0820,ThrNDRE0910,ThrSAVI0720,ThrSAVI0807,ThrSAVI0820,ThrSAVI0910,ThrEVI0720,ThrEVI0807,ThrEVI0820,ThrEVI0910,ThrRatio0720,ThrRatio0807,ThrRatio0820,ThrRatio0910,PlantingDate,DTF,Est_Yield,Est_Moisture
113,NYH2,2,4,7,72,193,16.9,133.7603931,7/28/15,0.851102415,0.850872944,0.850409994,0.717929458,0.756682272,0.781168547,0.780514585,0.662643806,0.38853184,0.566510326,0.598256617,0.170712092,0.383554927,0.602479818,0.645537186,0.153113203,12.43205128,12.41138253,12.3698771,6.090424913,0.82377852,0.842195715,0.822896431,0.814960285,0.740490617,0.770452096,0.757901877,0.72902456,0.32945007,0.525422102,0.508552346,0.175769453,0.313849907,0.549023824,0.519879449,0.155366354,10.34935425,11.67392708,10.29282717,9.808490519,5/7/15,82,137.36,16.437
113,NYH2,1,4,2,68,215,15.8,144.3892225,7/23/15,0.911579299,0.869295853,0.880143198,0.546799459,0.807859321,0.791559046,0.798895148,0.617101577,0.444608994,0.575054458,0.63957771,0.210997429,0.446274608,0.613064112,0.70464358,0.189953235,21.61913751,14.30173336,15.68657911,3.413057399,0.927677631,0.874965882,0.897064046,0.546969514,0.838678213,0.793028577,0.812502581,0.617309748,0.421678445,0.548326089,0.615845478,0.211045816,0.410652519,0.578764108,0.664551947,0.189199837,26.65396154,14.99563411,18.42955717,3.414713933,5/7/15,77,140.79,16.263
114,NYH2,2,6,8,69,237,16,142.2788165,7/28/15,0.928783673,0.884724748,0.896391659,0.629038887,0.844568627,0.82694142,0.831012124,0.677493669,0.439437501,0.596051657,0.652207207,0.234711604,0.437089221,0.637866521,0.718287899,0.213241725,27.08344779,16.34977772,18.30346516,4.391400692,0.980103027,0.895126058,0.934410858,0.63235535,0.901182907,0.836785376,0.862799717,0.681423864,0.422765839,0.573550586,0.637610046,0.235588752,0.409800176,0.609116884,0.687075502,0.212466618,99.51780186,18.07051425,29.4928521,4.440035644,5/7/15,82,142.28,16
115,NYH2,1,5,3,45,229,15.6,106.5513053,7/22/15,0.93012837,0.858292908,0.875636438,0.45913684,0.820561324,0.797400779,0.801201348,0.622304128,0.514750993,0.579217385,0.632531615,0.251223941,0.532403149,0.615679572,0.693922476,0.223012964,27.62392057,13.11361966,15.08188093,2.697792988,0.953845357,0.859672082,0.899441873,0.459132892,0.851139718,0.801077398,0.813282565,0.622506722,0.519370775,0.558775642,0.614656382,0.251222212,0.529084306,0.588288543,0.66213953,0.22265404,42.33258493,13.25233142,18.88899418,2.697765992,5/7/15,76,106.55,15.6
116,NYH2,1,10,5,90,245,16.8,167.1828696,7/26/15,0.91180976,0.871664807,0.882314727,0.703861733,0.816617678,0.808286333,0.81154903,0.636595348,0.454447088,0.618968893,0.626427748,0.121173143,0.457603213,0.668932999,0.681868053,0.106892865,21.6782464,14.58418976,15.9944799,5.753602021,0.922610487,0.873207095,0.907151449,0.880351189,0.843861195,0.811319965,0.828204876,0.70058235,0.434463794,0.601885839,0.582598951,0.097046756,0.421893871,0.644594542,0.614418365,0.083354349,24.84329472,14.77375324,20.54045473,15.71558607,5/7/15,80,163.99,16.763
116,NYH2,2,6,8,46,238,16.9,157.3651684,7/26/15,0.920736662,0.869466572,0.877153605,0.616991905,0.811258111,0.798422039,0.795552005,0.651334302,0.490554448,0.565708931,0.644722219,0.325008813,0.502065145,0.597988289,0.712442196,0.305347891,24.23234624,14.32174579,15.28049401,4.221821744,0.934475811,0.87092858,0.889389451,0.61697153,0.834838042,0.796137363,0.799935186,0.651419306,0.483866561,0.531303224,0.615209005,0.325000738,0.483401913,0.55396954,0.66489718,0.304636728,29.523079,14.49529708,17.08145808,4.221543973,5/7/15,80,160.56,16.937
117,NYH2,1,8,4,57,204,16.1,80.32272523,7/27/15,0.862299291,0.855023024,0.849069216,0.552833004,0.761712183,0.796506659,0.784023524,0.606687227,0.383608537,0.517231559,0.58979065,0.323606273,0.376791002,0.533106036,0.632379908,0.304873458,13.52425348,12.7952939,12.25110718,3.472601999,0.835825085,0.84697177,0.839529132,0.552833004,0.752839892,0.784922785,0.781194852,0.606687227,0.315369851,0.443539143,0.515339457,0.323606273,0.29648725,0.443275558,0.525971178,0.304885037,11.18212904,12.06948401,11.46332141,3.472601999,5/7/15,81,80.323,16.1
118,NYH2,1,9,5,59,223,18.7,84.67609511,7/29/15,0.791342906,0.831957803,0.811009685,0.646724444,0.709816174,0.775369108,0.75381041,0.638854365,0.344138873,0.503382335,0.563318219,0.385179276,0.335570887,0.518769524,0.601486169,0.378708902,8.585104248,10.90177249,9.582552857,4.661303098,0.721851686,0.793780077,0.753296108,0.646724444,0.62067287,0.742683897,0.682987215,0.638852479,0.25402151,0.404083757,0.449035174,0.385179276,0.23962138,0.399332693,0.458624201,0.3786243,6.190408487,8.698384004,7.10688466,4.661303098,5/7/15,83,84.676,18.7
119,NYH2,1,10,5,76,239,16.9,92.67059916,7/23/15,0.889861804,0.838816101,0.855232799,0.684449988,0.786082606,0.788191421,0.794808254,0.644537119,0.453785327,0.600510664,0.632794282,0.150922053,0.459865852,0.649404109,0.697185572,0.134762846,17.15900447,11.40818728,12.81528404,5.338139522,0.890421145,0.833361846,0.856109288,0.779037688,0.80063172,0.785143101,0.798473905,0.673748722,0.429262797,0.575086346,0.593543601,0.141110578,0.426195703,0.614643266,0.637417001,0.124030385,17.25169652,11.00205328,12.89943779,8.051317332,5/7/15,77,92.671,16.9
120,NYH2,2,4,7,93,216,18.7,53.02947371,7/29/15,0.789562617,0.816370679,0.812965707,0.698828614,0.670689513,0.714047773,0.717469478,0.554422074,0.384382964,0.5555157,0.572617263,0.140703957,0.37943351,0.584540999,0.610353086,0.125624547,8.504014805,9.891506791,9.693226197,5.640737117,0.749692974,0.793894625,0.772577844,0.916751593,0.623032834,0.682273925,0.658170329,0.511915829,0.323354684,0.50525001,0.47690375,0.136091563,0.309406847,0.520734221,0.484927457,0.118648959,6.990187223,8.703774097,7.794217917,23.02448368,5/7/15,83,53.029,18.7
121,NYH2,2,2,6,50,190,18,102.658732,7/29/15,0.863676495,0.844077204,0.842323482,0.66848416,0.748610242,0.745055009,0.754726413,0.615461558,0.390901993,0.53145239,0.600166071,0.405467023,0.384238847,0.557143043,0.651310044,0.400864958,13.67098425,11.8268608,11.68419687,5.03289424,0.835155894,0.82570633,0.812381261,0.66848416,0.73905332,0.713524279,0.724854679,0.615457995,0.329023448,0.465661172,0.521455221,0.405467023,0.309485601,0.475281977,0.539914247,0.400837853,11.13267521,10.47488604,9.659915989,5.03289424,5/7/15,83,102.66,18
122,NYH2,1,8,4,62,229,17.3,133.9865832,7/29/15,0.910357871,0.847412061,0.858357464,0.652278434,0.794594508,0.770007208,0.774817343,0.613660711,0.425210108,0.566224742,0.632989792,0.415882417,0.423834537,0.602541562,0.697691266,0.412832967,21.31093816,12.10719587,13.12005222,4.751728387,0.930000225,0.842818499,0.861434348,0.652273329,0.815024938,0.761455172,0.772680366,0.61363474,0.382283259,0.529146693,0.595010154,0.4158799,0.368564086,0.554927303,0.640101357,0.412776602,27.57152054,11.72414365,13.43359139,4.751643938,5/7/15,83,133.99,17.3
123,NYH2,1,7,4,86,261,16.4,79.15600527,7/27/15,0.918322521,0.837881404,0.864339033,0.4050184,0.790335583,0.74118084,0.766641867,0.550924374,0.491137441,0.592519494,0.647441404,0.068621685,0.505859981,0.638489772,0.719033092,0.058677301,23.4865539,11.33664767,13.74263406,2.361448488,0.928781093,0.835013615,0.87421616,-0.06584034,0.806350667,0.733043159,0.768322728,0.41085243,0.485587905,0.570008005,0.630160301,-0.005941097,0.492384436,0.608239204,0.688282703,-0.004803525,27.08243029,11.12221239,14.90029369,0.876453653,5/7/15,81,79.156,16.4
124,NYH2,1,8,4,63,221,17.6,136.968084,7/26/15,0.922192718,0.856004233,0.866701381,0.528611387,0.813435784,0.798387339,0.795566773,0.614869888,0.45261961,0.583251777,0.644637174,0.322510606,0.455845544,0.62285529,0.711808805,0.300739452,24.70453502,12.88929717,14.00390634,3.24278386,0.955327412,0.856313913,0.878726318,0.528611387,0.841744048,0.799972345,0.802384779,0.614796775,0.433234278,0.558573093,0.618904575,0.322510606,0.425532605,0.590897804,0.671417802,0.300586695,43.77018431,12.91923215,15.49162436,3.24278386,5/7/15,80,136.97,17.6
125,NYH2,1,1,1,60,200,16.2,141.0584421,7/24/15,0.902371087,0.868289042,0.868588588,0.625456816,0.805282751,0.816360951,0.806165004,0.645897362,0.431921205,0.516293475,0.603260532,0.299635252,0.432300163,0.530493287,0.650633864,0.280423199,19.48573466,14.18476537,14.21937841,4.339838189,0.905076283,0.864860423,0.871077014,0.625448741,0.840845005,0.811394805,0.815039393,0.645944278,0.401661072,0.437944684,0.534440985,0.299632397,0.388408226,0.43607332,0.550058354,0.279764596,20.06954997,13.79951357,14.51313741,4.339723072,5/7/15,78,141.06,16.2
126,NYH2,2,4,7,86,200,17,57.63112665,7/27/15,0.681163233,0.780808251,0.747903357,0.65132346,0.611159385,0.722068252,0.694369461,0.560827704,0.312649774,0.450585627,0.503239517,0.114914731,0.303635334,0.455547604,0.527247477,0.101825774,5.272802279,8.124431052,6.933465407,4.735975245,0.582311219,0.702253003,0.622306319,0.775764302,0.50031579,0.642655814,0.556474331,0.491188233,0.219994221,0.320983793,0.328210015,0.082830913,0.206708718,0.308148548,0.321270167,0.071607523,3.788254056,5.717112252,4.295296435,7.919186465,5/7/15,81,57.631,17
127,NYH2,1,5,3,59,224,15.9,138.9091104,7/24/15,0.921557542,0.864027932,0.875769349,0.593390498,0.805490967,0.785017695,0.793378305,0.622571854,0.469297492,0.564405814,0.637106395,0.332128624,0.476673707,0.597188788,0.700497039,0.313123811,24.49639622,13.7089033,15.09908654,3.918724202,0.947742886,0.864567179,0.891216026,0.593390498,0.839719271,0.780176622,0.801231636,0.622548605,0.470732091,0.52733293,0.605799599,0.332128624,0.469140562,0.549716336,0.651763336,0.312731793,37.27230132,13.76746913,17.38506094,3.918724202,5/7/15,78,138.91,15.9
128,NYH2,2,8,9,80,178,15.6,86.12897182,7/23/15,0.886566831,0.852905025,0.858504611,0.485958882,0.76826349,0.755482108,0.768377637,0.570498321,0.417230198,0.548833134,0.597131664,0.090019342,0.414470981,0.574175471,0.640339428,0.077378368,16.63152715,12.59665752,13.13473625,2.890739339,0.874049562,0.842814803,0.841337949,0.310675148,0.778100454,0.736245359,0.744767642,0.516807739,0.373691283,0.501340801,0.521485305,0.038907922,0.357455513,0.513847135,0.529319811,0.031722765,14.87926202,11.72384444,11.60540871,1.901389664,5/7/15,77,86.129,15.6
129,NYH2,2,3,7,69,194,15.7,101.1038067,7/28/15,0.855777273,0.858300199,0.852688054,0.662386913,0.768145041,0.798443666,0.791845691,0.663302429,0.370568352,0.526199456,0.582564261,0.24829433,0.362117376,0.548163579,0.624546918,0.228769984,12.86743996,13.11434586,12.57663149,4.923940977,0.822019951,0.849227202,0.830325484,0.664300558,0.778725314,0.787892568,0.78545739,0.665868132,0.29621445,0.453445868,0.485428256,0.248796826,0.276876364,0.459005036,0.490289453,0.226804551,10.23721454,12.26499231,10.78727393,4.957710232,5/7/15,82,101.1,15.7
130,NYH2,1,6,3,87,224,16.1,174.7681274,7/25/15,0.918895496,0.857832156,0.871749652,0.548134331,0.813587439,0.786665407,0.794064033,0.590407323,0.499029184,0.614967193,0.660048236,0.091699119,0.513267581,0.667006166,0.735674608,0.079548294,23.65954286,13.0678788,14.59449965,3.426094159,0.930329218,0.860528395,0.882373539,0.512132604,0.830946855,0.788144058,0.80217328,0.56754722,0.496469688,0.598620866,0.645484086,0.050895202,0.500334238,0.644194349,0.710094817,0.042841528,27.70643832,13.33983642,16.00297684,3.099474606,5/7/15,79,174.77,16.1
131,NYH2,2,6,8,55,213,14.9,37.60225865,7/21/15,0.911049357,0.85482394,0.877901851,0.384195723,0.806247854,0.785813329,0.794876177,0.585922153,0.497911023,0.581059283,0.662425627,0.2236531,0.511388202,0.618817498,0.739100586,0.194453878,21.48437929,12.77637612,15.38026474,2.247785172,0.921874556,0.854335426,0.894129212,0.384195723,0.830443421,0.782507354,0.803603283,0.585950377,0.488836982,0.552094264,0.649826797,0.2236531,0.493167596,0.580745227,0.716314291,0.194460229,24.59985449,12.73017432,17.89095216,2.247785172,5/7/15,75,37.602,14.9
132,NYH2,1,5,3,62,240,18.1,141.3067252,7/27/15,0.931545976,0.86097286,0.878671642,0.579856958,0.819225201,0.784500635,0.796129791,0.625741276,0.467295585,0.567633892,0.653014076,0.32635408,0.473534778,0.59874898,0.720290374,0.303712208,28.21669001,13.38568035,15.48419245,3.760283518,0.969967235,0.860096358,0.892657868,0.579857339,0.850288411,0.779196827,0.806468627,0.625732331,0.46007008,0.530001918,0.630740901,0.326358154,0.456665593,0.550515884,0.681112022,0.303675407,65.59393533,13.2955535,17.63201293,3.760287837,5/7/15,81,141.31,18.1
133,NYH2,2,8,9,91,NA,NA,NA,NA,0.535473912,0.8294468,0.702060471,0.685928238,0.524213659,0.735318568,0.64406739,0.588191253,0.249981692,0.527564763,0.488374836,0.098651791,0.238216901,0.549759233,0.514655727,0.086623803,3.305463253,10.72654629,5.712771569,5.367971398,0.356083445,0.808198536,0.581073449,0.870198453,0.343855995,0.700061209,0.510330592,0.585798817,0.131316124,0.457871646,0.330823659,0.046450226,0.120188205,0.464125166,0.327758733,0.039275808,2.105992515,9.427449086,3.774106575,14.40813691,5/7/15,NA,109.22,15.6
133,NYH2,1,4,2,47,196,15.6,109.215088,7/22/15,0.91088269,0.864920888,0.872555029,0.501699611,0.813132485,0.799542068,0.800818536,0.62036135,0.462848443,0.513696281,0.5975947,0.266977252,0.467490958,0.527701337,0.642665427,0.240121188,21.44232919,13.80613824,14.69304761,3.013643266,0.922637625,0.8605231,0.890214656,0.501699611,0.84686864,0.786483214,0.81143946,0.620577763,0.44627449,0.435517706,0.528182099,0.266977252,0.43818914,0.433465896,0.542724801,0.239411476,24.85236055,13.33929201,17.21736793,3.013643266,5/7/15,76,109.22,15.6
134,NYH2,1,4,2,57,205,16,117.5346745,7/28/15,0.843300114,0.849938556,0.846873545,0.578548114,0.743867064,0.784083659,0.775586073,0.605423243,0.400034737,0.5414374,0.600360245,0.312502952,0.396318702,0.568596069,0.6507394,0.295102902,11.76325111,12.32787389,12.06110039,3.745500174,0.813851712,0.83526762,0.822631731,0.57856773,0.712147244,0.7661151,0.750090733,0.605430007,0.341706254,0.480241997,0.526428548,0.312511063,0.328816342,0.492137599,0.549134244,0.295128072,9.744122425,11.1409039,10.27597406,3.745721063,5/7/15,82,117.53,16
135,NYH2,2,10,10,50,226,16.1,168.5894563,7/22/15,0.919315728,0.857314753,0.879050131,0.489429244,0.811430817,0.781532981,0.797758159,0.613358738,0.50637101,0.57681994,0.656757933,0.275774745,0.520408505,0.611844187,0.727512042,0.249283922,23.78797836,13.01686612,15.53577649,2.917184789,0.935531849,0.858921556,0.898795162,0.489431167,0.831197453,0.779562506,0.806768909,0.613347453,0.503769156,0.556319042,0.646744849,0.275775607,0.507517784,0.585308861,0.706634851,0.249294813,30.02307063,13.17651019,18.76190118,2.917199547,5/7/15,76,168.59,16.1
136,NYH2,1,4,2,66,219,15.6,158.9390305,7/26/15,0.911770074,0.866669221,0.881078308,0.575351393,0.81641643,0.802213269,0.806154791,0.62404673,0.426595799,0.574317049,0.645540513,0.27961803,0.425145241,0.612487858,0.714539522,0.25903348,21.66804578,14.00028738,15.81778965,3.709776434,0.931485987,0.869901355,0.900974825,0.575351393,0.844215698,0.805666182,0.821829107,0.624193314,0.393822494,0.546311571,0.62498493,0.27961803,0.3821926,0.576061181,0.679798028,0.258521746,28.19110881,14.37295031,19.19688435,3.709776434,5/7/15,80,158.94,15.6
137,NYH2,1,5,3,68,217,15.2,149.878803,7/23/15,0.934283773,0.888322192,0.903441801,0.458603195,0.842939035,0.819709115,0.830416959,0.617119299,0.459060788,0.593493723,0.653939893,0.194422458,0.460749838,0.633158498,0.719430084,0.170183604,29.4338835,16.90866095,19.71289674,2.694148139,0.976883459,0.897098814,0.951972328,0.458529901,0.883970469,0.826525841,0.858412488,0.617947899,0.447256261,0.568239236,0.641345349,0.194398393,0.437795466,0.600143297,0.688661048,0.169416281,85.51813313,18.43612188,40.64266007,2.693648097,5/7/15,77,149.88,15.2
138,NYH2,2,6,8,54,216,15.8,121.3578128,7/24/15,0.917520937,0.864830092,0.880559089,0.481543332,0.816820466,0.789259198,0.799451035,0.591864683,0.464904134,0.575029582,0.64045625,0.270141502,0.469408618,0.611180211,0.704982673,0.243977849,23.24857797,13.79619264,15.74468139,2.857603002,0.936991666,0.862636006,0.898222225,0.481547186,0.84865513,0.784637785,0.805652449,0.591871357,0.446149024,0.546346867,0.612333268,0.270143224,0.437113783,0.573733783,0.658449113,0.243978009,30.74183284,13.55985621,18.65065546,2.857631677,5/7/15,78,121.36,15.8
139,NYH2,2,9,10,89,199,16.3,131.2039193,7/26/15,0.927873112,0.861185379,0.87755159,0.561170598,0.813557843,0.773514928,0.790815068,0.585403302,0.49542283,0.612369307,0.649284459,0.085154774,0.506146322,0.658920996,0.712771378,0.073543342,26.72891003,13.40770417,15.33340935,3.557579762,0.954023022,0.858111861,0.892159166,0.580237762,0.837390286,0.767643146,0.791175508,0.573111403,0.499473704,0.590474371,0.625192872,0.046624911,0.49926496,0.627929107,0.670935812,0.038954873,42.50003152,13.09561094,17.54585067,3.764602001,5/7/15,80,131.2,16.3
140,NYH2,2,7,9,60,208,17.6,91.02309378,7/27/15,0.922835263,0.870704749,0.882143022,0.570238174,0.808753634,0.807783006,0.80777107,0.646249525,0.470356028,0.56983907,0.663520117,0.299289124,0.475637469,0.600667787,0.733807583,0.274581287,24.91857477,14.46847224,15.96972074,3.653740468,0.948048655,0.874611464,0.898777173,0.570242708,0.829772031,0.809110931,0.82254802,0.646356674,0.458413188,0.536220596,0.646553231,0.299290942,0.449783619,0.557097675,0.702873743,0.273984214,37.49755945,14.95042148,18.75838906,3.653789563,5/7/15,81,91.023,17.6
141,NYH2,2,1,6,74,192,16.3,109.1898389,7/27/15,0.82695658,0.848829056,0.83715215,0.706890955,0.720575343,0.771240683,0.762001345,0.632957274,0.379945096,0.546227587,0.586497245,0.144016291,0.376327519,0.571575031,0.628544623,0.127985716,10.55779283,12.23005563,11.28140255,5.823399121,0.789507366,0.836919521,0.809049255,0.834856149,0.671307058,0.751777961,0.723775471,0.682290481,0.314646149,0.48793361,0.499446607,0.130677726,0.302173659,0.498430974,0.511378167,0.113292785,8.501520129,11.26388354,9.473905219,11.11065379,5/7/15,81,109.19,16.3
142,NYH2,2,5,8,70,228,16.2,123.4261369,7/27/15,0.919501591,0.873762271,0.882635511,0.61542254,0.826294078,0.801275729,0.808102244,0.645223452,0.427460236,0.595048664,0.635287105,0.208394697,0.422486541,0.636683959,0.69394294,0.187675001,23.84521149,14.84312399,16.0409296,4.200512785,0.964698491,0.876566043,0.904879287,0.616397509,0.872927528,0.800797195,0.8224147,0.64791103,0.401956983,0.571880327,0.599386707,0.208592171,0.386132547,0.606504562,0.635841156,0.185941413,55.65480142,15.20299674,20.02591478,4.21373048,5/7/15,81,123.43,16.2
143,NYH2,2,8,9,75,193,16.6,109.6758845,7/25/15,0.912969011,0.873150625,0.877207273,0.617267278,0.810278961,0.810363323,0.809557847,0.624193422,0.449983607,0.582356059,0.623631225,0.119979122,0.452578563,0.61818873,0.67684795,0.104901488,21.98032025,14.76673127,15.28760959,4.225578807,0.929143132,0.875046794,0.886978206,0.665816588,0.834464159,0.810123709,0.818037823,0.644319382,0.432796246,0.548328541,0.569483285,0.095324128,0.421447489,0.573561619,0.592457901,0.081062427,27.22591588,15.00599188,16.69570218,4.984737512,5/7/15,79,109.68,16.6
144,NYH2,2,5,8,82,175,16.3,73.08674697,7/24/15,0.754991725,0.84038125,0.802171252,0.643338942,0.685993893,0.775545328,0.740339004,0.606444046,0.357107403,0.554922711,0.56798744,0.132612498,0.351401114,0.586335337,0.608898373,0.117663587,7.162989588,11.52985629,9.109754125,4.607564818,0.690274279,0.827373782,0.754011611,0.694575679,0.624883437,0.757795574,0.681777938,0.642280522,0.276123753,0.506093855,0.463077663,0.11859256,0.261852275,0.524195563,0.473551057,0.102581361,5.457326159,10.58572567,7.130465054,5.548266984,5/7/15,78,73.087,16.3
145,NYH2,1,5,3,69,245,15,153.80925,7/23/15,0.922940306,0.865822592,0.888189024,0.476949199,0.827545502,0.797099387,0.814508925,0.623722016,0.487917807,0.621803702,0.678833342,0.180327665,0.498682226,0.677105834,0.761380698,0.157741725,24.95390544,13.90563893,16.88733158,2.823720367,0.93966677,0.868241747,0.907967309,0.476814747,0.854543352,0.798954845,0.82962013,0.624312433,0.478530016,0.613242664,0.674787862,0.180242177,0.480295873,0.665528155,0.750512529,0.156954921,32.1492283,14.17931476,20.73140849,2.822737721,5/7/15,77,153.81,15
146,NYH2,2,2,6,53,193,16.2,59.94983791,7/25/15,0.879939831,0.845669645,0.851823,0.499441128,0.775558114,0.762059211,0.772627084,0.58506269,0.422682106,0.524538061,0.594487628,0.29145314,0.421700489,0.54363428,0.640832912,0.269001108,15.6583141,11.95921333,12.49737139,2.995534017,0.869936525,0.829076242,0.84042803,0.49943198,0.776718851,0.734516657,0.743606313,0.58506269,0.378286958,0.456255161,0.51790336,0.291448888,0.364665352,0.45931938,0.534989214,0.26899464,14.37710723,10.7011235,11.53352956,2.995460994,5/7/15,79,59.95,16.2
147,NYH2,2,4,7,90,215,NA,NA,7/24/15,0.891783097,0.861258358,0.872582084,0.541644431,0.776248893,0.775739383,0.788686725,0.557718723,0.46958323,0.628138335,0.645859229,0.096574687,0.475331385,0.681975665,0.708085604,0.084245366,17.48140125,13.41528276,14.69637979,3.363424678,0.894953485,0.856626566,0.885352737,0.447672978,0.785030552,0.769877344,0.788077952,0.499193667,0.460551724,0.613596665,0.622222239,0.052974743,0.454415734,0.662061505,0.664516765,0.044231332,18.03918473,12.94958567,16.44481246,2.621043189,5/7/15,78,NA,NA
148,NYH2,1,8,4,55,210,16.6,182.5006718,7/25/15,0.90620174,0.86027096,0.87592072,0.60208842,0.801445806,0.789812179,0.799006774,0.621444578,0.486156852,0.589076417,0.645390184,0.378201928,0.499261876,0.630098434,0.712270449,0.36473608,20.32235712,13.31341691,15.11872667,4.026242257,0.90987598,0.856093464,0.884847378,0.602101966,0.818810156,0.785741376,0.804786786,0.621449781,0.469000018,0.55927551,0.614368491,0.378208578,0.471376831,0.590546899,0.662162968,0.364731674,21.19164208,12.89790937,16.36825415,4.02641337,5/7/15,79,182.5,16.6
149,NYH2,1,8,4,69,242,15.9,163.6827097,7/24/15,0.941200275,0.886770067,0.901050902,0.683115041,0.839173801,0.816760505,0.825345831,0.686960223,0.475763099,0.622850442,0.664280083,0.292157421,0.481436255,0.6736608,0.733779199,0.270910134,33.01376455,16.66317399,19.21241268,5.311438724,0.983644428,0.89615428,0.93736117,0.683315083,0.876140446,0.823730428,0.846282199,0.687701696,0.470803303,0.611218706,0.652236787,0.292218148,0.468295178,0.658458524,0.705863202,0.269122611,121.2824859,18.25933965,30.9290767,5.315425506,5/7/15,78,163.68,15.9
150,NYH2,1,1,1,61,221,15.6,175.8096538,7/25/15,0.923606387,0.864563084,0.878685598,0.538169574,0.82545702,0.815070614,0.815487143,0.633465986,0.479249041,0.561985999,0.652900106,0.263414048,0.488942844,0.590763946,0.720916454,0.239181626,25.18019924,13.76702264,15.48608875,3.330593842,0.947470669,0.864586293,0.897840018,0.53811529,0.862077973,0.818040615,0.834699472,0.633780498,0.481222907,0.520671459,0.636978675,0.26339374,0.482711212,0.537768867,0.691924357,0.238620544,37.07396706,13.76955361,18.57713733,3.330084881,5/7/15,79,175.81,15.6
151,NYH2,1,5,3,49,249,16,138.7439391,7/27/15,0.928749488,0.867316625,0.881240968,0.503935853,0.816264786,0.801689276,0.813010091,0.612862251,0.496403223,0.597527637,0.666668405,0.301842882,0.509320111,0.639728582,0.738581186,0.276560073,27.0699736,14.07347854,15.84082438,3.031736649,0.95136227,0.867693309,0.898412824,0.503932444,0.837514058,0.8037769,0.827798755,0.612857417,0.487291021,0.584157679,0.659260127,0.301839593,0.48964244,0.6216487,0.720857657,0.276547852,40.12034013,14.11639346,18.68752434,3.031708939,5/7/15,81,138.74,16
152,NYH2,2,9,10,84,231,16.6,147.4043888,7/23/15,0.911428629,0.858551555,0.880236398,0.430384529,0.804484617,0.779907183,0.793314671,0.553868338,0.479576811,0.624242528,0.665316022,0.083792208,0.488585724,0.685545686,0.745764159,0.072284276,21.58065983,13.13942728,15.69956454,2.511140588,0.91463869,0.85817071,0.892740547,0.237239702,0.826751611,0.778778056,0.800736001,0.491925253,0.467715793,0.61306235,0.656500898,0.032955291,0.464255334,0.67003793,0.72878094,0.027362718,22.42981839,13.10145954,17.64637513,1.622055716,5/7/15,77,121.42,16.437
152,NYH2,1,3,2,88,228,16.1,98.85873875,7/25/15,0.91254278,0.856556799,0.878222069,0.449580833,0.801694879,0.779899855,0.795539293,0.577538894,0.491375227,0.628264083,0.666298207,0.077513825,0.505632896,0.68957698,0.746626682,0.066702131,21.8683235,12.94280093,15.42333707,2.633594392,0.919453024,0.856407485,0.893640815,0.199107581,0.817115865,0.779260556,0.804648277,0.515863055,0.487333353,0.619853529,0.661868383,0.020172895,0.493421476,0.678679022,0.73550908,0.016648945,23.83023064,12.92830258,17.80420579,1.497214299,5/7/15,79,124.84,16.263
153,NYH2,1,1,1,68,223,15.3,140.7912222,7/24/15,0.902764555,0.848059099,0.868777374,0.473085611,0.800227378,0.772181036,0.790287623,0.580136563,0.452063346,0.60085468,0.653851507,0.170813938,0.457144158,0.651708583,0.726940255,0.150682825,19.5686312,12.16301267,14.24127403,2.795683022,0.911893777,0.843477428,0.878645665,0.472577484,0.822191301,0.766926784,0.7970982,0.580750223,0.428113756,0.579179853,0.63649463,0.17049975,0.423175616,0.622602381,0.697579158,0.149970287,21.69987224,11.77770978,15.48066389,2.792026204,5/7/15,78,140.79,15.3
154,NYH2,1,5,3,50,232,16.3,131.2039193,7/25/15,0.923803873,0.847877137,0.870974513,0.482160433,0.807790643,0.751834411,0.780586096,0.57565183,0.493200549,0.567965041,0.65383786,0.278663594,0.505326534,0.602665717,0.724204231,0.253736202,25.24805315,12.14726766,14.50081342,2.86220005,0.944246669,0.841237329,0.881310888,0.482165769,0.828845225,0.73614288,0.783605195,0.575660934,0.48408669,0.529578393,0.634673409,0.278664342,0.487026409,0.552594024,0.690391922,0.253716085,34.87229588,11.59741967,15.85074529,2.862239841,5/7/15,79,131.2,16.3
155,NYH2,1,6,3,76,247,16.8,228.4540784,7/24/15,0.931841325,0.869550293,0.882209245,0.625740873,0.836656208,0.80586643,0.811792263,0.624472532,0.504916212,0.629679772,0.678289546,0.127694818,0.518608422,0.685263281,0.757776802,0.112026873,28.34329341,14.33157908,15.97926127,4.343891046,0.957897374,0.873312264,0.895162138,0.660396798,0.867479593,0.81106563,0.825080857,0.635292402,0.510346436,0.619814163,0.670081154,0.106199373,0.514658779,0.671588154,0.740676369,0.090538527,46.50297558,14.78684772,18.07707725,4.889225985,5/7/15,78,228.45,16.8
